strain	date	country	continent
PQ168388.1	2024-05-03	Brazil	South America
PQ168389.1	2024-02-28	Brazil	South America
PQ168390.1	2024-03-01	Brazil	South America
PQ168391.1	2024-03-01	Brazil	South America
PQ168392.1	2024-03-06	Brazil	South America
PQ168393.1	2024-03-06	Brazil	South America
PQ168394.1	2024-03-07	Brazil	South America
PQ168395.1	2024-03-08	Brazil	South America
PQ168396.1	2024-03-11	Brazil	South America
PQ168397.1	2024-03-11	Brazil	South America
PQ168398.1	2024-03-11	Brazil	South America
PQ168399.1	2024-03-14	Brazil	South America
PQ168400.1	2024-03-14	Brazil	South America
PQ168401.1	2024-03-14	Brazil	South America
PQ168402.1	2024-03-10	Brazil	South America
PQ168403.1	2024-03-14	Brazil	South America
PQ168404.1	2024-03-17	Brazil	South America
PQ168405.1	2024-03-18	Brazil	South America
PQ168406.1	2024-03-18	Brazil	South America
PQ168407.1	2024-03-18	Brazil	South America
PQ168408.1	2024-03-18	Brazil	South America
PQ168409.1	2024-03-20	Brazil	South America
PQ168410.1	2024-03-19	Brazil	South America
PQ168411.1	2024-03-18	Brazil	South America
PQ168412.1	2024-03-19	Brazil	South America
PQ168413.1	2024-03-20	Brazil	South America
PQ168414.1	2024-03-19	Brazil	South America
PQ168415.1	2024-03-20	Brazil	South America
PQ168416.1	2024-03-20	Brazil	South America
PQ168417.1	2024-04-03	Brazil	South America
PQ168418.1	2024-04-09	Brazil	South America
PQ168419.1	2024-04-09	Brazil	South America
PQ168420.1	2024-04-10	Brazil	South America
PQ168421.1	2024-04-16	Brazil	South America
PQ168422.1	2024-04-17	Brazil	South America
PQ168423.1	2024-04-23	Brazil	South America
PQ168424.1	2024-04-24	Brazil	South America
PQ168425.1	2024-04-24	Brazil	South America
PQ168426.1	2024-04-25	Brazil	South America
PQ168427.1	2024-04-25	Brazil	South America
PQ168428.1	2024-04-24	Brazil	South America
PQ168429.1	2024-04-25	Brazil	South America
PQ168430.1	2024-03-01	Brazil	South America
PQ168431.1	2024-03-01	Brazil	South America
PQ168432.1	2024-02-26	Brazil	South America
PQ168433.1	2024-02-02	Brazil	South America
PQ168434.1	2024-02-29	Brazil	South America
PQ168435.1	2024-02-27	Brazil	South America
PQ168436.1	2024-04-11	Brazil	South America
PQ168437.1	2024-04-12	Brazil	South America
PQ168438.1	2024-04-17	Brazil	South America
PQ168439.1	2024-04-15	Brazil	South America
PQ168440.1	2024-04-18	Brazil	South America
PQ168441.1	2024-04-19	Brazil	South America
PQ168442.1	2024-04-16	Brazil	South America
PQ168443.1	2024-04-03	Brazil	South America
PQ168444.1	2024-04-12	Brazil	South America
PQ168445.1	2024-04-12	Brazil	South America
PQ168446.1	2024-04-16	Brazil	South America
PQ168447.1	2024-04-05	Brazil	South America
PQ168448.1	2024-04-15	Brazil	South America
PQ168449.1	2024-04-05	Brazil	South America
PQ168450.1	2024-04-15	Brazil	South America
PQ168451.1	2024-04-03	Brazil	South America
PQ168452.1	2024-04-03	Brazil	South America
PQ168453.1	2024-04-05	Brazil	South America
PQ168454.1	2024-04-15	Brazil	South America
PQ168455.1	2024-04-03	Brazil	South America
PQ168456.1	2024-04-08	Brazil	South America
PQ168457.1	2024-04-12	Brazil	South America
PQ168458.1	2024-04-02	Brazil	South America
PQ168459.1	2024-04-12	Brazil	South America
PQ168460.1	2024-04-05	Brazil	South America
PQ168461.1	2024-04-02	Brazil	South America
PQ168462.1	2024-04-08	Brazil	South America
PQ168463.1	2024-04-04	Brazil	South America
PQ168464.1	2024-04-04	Brazil	South America
PQ168465.1	2024-04-17	Brazil	South America
PQ168466.1	2024-04-12	Brazil	South America
PQ168467.1	2024-04-02	Brazil	South America
PQ168468.1	2024-04-03	Brazil	South America
PQ168469.1	2024-04-08	Brazil	South America
PQ168470.1	2024-04-03	Brazil	South America
PQ168471.1	2024-04-16	Brazil	South America
PQ168472.1	2024-04-12	Brazil	South America
PQ168473.1	2024-04-15	Brazil	South America
PQ168474.1	2024-04-15	Brazil	South America
PQ168475.1	2024-04-15	Brazil	South America
PQ168476.1	2024-04-15	Brazil	South America
PQ168477.1	2024-04-15	Brazil	South America
PQ168478.1	2024-04-15	Brazil	South America
PQ168479.1	2024-04-04	Brazil	South America
PQ168480.1	2024-04-08	Brazil	South America
PQ168481.1	2024-04-15	Brazil	South America
PQ168482.1	2024-04-16	Brazil	South America
PQ168483.1	2024-04-12	Brazil	South America
PQ168484.1	2024-04-12	Brazil	South America
PQ168485.1	2024-04-12	Brazil	South America
PQ168486.1	2024-04-12	Brazil	South America
PQ168487.1	2024-04-12	Brazil	South America
PQ168488.1	2024-04-02	Brazil	South America
PQ168489.1	2024-04-03	Brazil	South America
PQ168490.1	2024-04-02	Brazil	South America
PQ168491.1	2024-04-02	Brazil	South America
PQ168492.1	2024-04-01	Brazil	South America
PQ168493.1	2024-04-03	Brazil	South America
PQ168494.1	2024-04-05	Brazil	South America
PQ168495.1	2024-04-04	Brazil	South America
PQ168496.1	2024-04-08	Brazil	South America
PQ168497.1	2024-04-08	Brazil	South America
PQ168498.1	2024-04-08	Brazil	South America
PQ168499.1	2024-04-04	Brazil	South America
PQ168500.1	2024-04-10	Brazil	South America
PQ168501.1	2024-04-09	Brazil	South America
PQ168502.1	2024-04-08	Brazil	South America
PQ168503.1	2024-04-08	Brazil	South America
PQ168504.1	2024-04-08	Brazil	South America
PQ168505.1	2024-04-09	Brazil	South America
PQ168506.1	2024-04-08	Brazil	South America
PQ168507.1	2024-04-05	Brazil	South America
PQ168508.1	2024-04-10	Brazil	South America
PQ168509.1	2024-04-08	Brazil	South America
PQ168510.1	2024-04-05	Brazil	South America
PQ168511.1	2024-04-04	Brazil	South America
PQ168512.1	2024-05-06	Brazil	South America
PQ168513.1	2024-05-10	Brazil	South America
PQ168514.1	2024-05-08	Brazil	South America
PQ168515.1	2024-05-02	Brazil	South America
PQ168516.1	2024-05-07	Brazil	South America
PQ168517.1	2024-05-07	Brazil	South America
PQ168518.1	2024-05-10	Brazil	South America
PQ168519.1	2024-05-03	Brazil	South America
PQ168520.1	2024-02-28	Brazil	South America
PQ168521.1	2024-03-01	Brazil	South America
PQ168522.1	2024-03-01	Brazil	South America
PQ168523.1	2024-03-06	Brazil	South America
PQ168524.1	2024-03-06	Brazil	South America
PQ168525.1	2024-03-07	Brazil	South America
PQ168526.1	2024-03-08	Brazil	South America
PQ168527.1	2024-03-11	Brazil	South America
PQ168528.1	2024-03-11	Brazil	South America
PQ168529.1	2024-03-11	Brazil	South America
PQ168530.1	2024-03-14	Brazil	South America
PQ168531.1	2024-03-14	Brazil	South America
PQ168532.1	2024-03-14	Brazil	South America
PQ168533.1	2024-03-10	Brazil	South America
PQ168534.1	2024-03-14	Brazil	South America
PQ168535.1	2024-03-17	Brazil	South America
PQ168536.1	2024-03-18	Brazil	South America
PQ168537.1	2024-03-18	Brazil	South America
PQ168538.1	2024-03-18	Brazil	South America
PQ168539.1	2024-03-18	Brazil	South America
PQ168540.1	2024-03-20	Brazil	South America
PQ168541.1	2024-03-19	Brazil	South America
PQ168542.1	2024-03-18	Brazil	South America
PQ168543.1	2024-03-19	Brazil	South America
PQ168544.1	2024-03-20	Brazil	South America
PQ168545.1	2024-03-19	Brazil	South America
PQ168546.1	2024-03-20	Brazil	South America
PQ168547.1	2024-03-20	Brazil	South America
PQ168548.1	2024-04-09	Brazil	South America
PQ168549.1	2024-04-03	Brazil	South America
PQ168550.1	2024-04-09	Brazil	South America
PQ168551.1	2024-04-10	Brazil	South America
PQ168552.1	2024-04-16	Brazil	South America
PQ168553.1	2024-04-17	Brazil	South America
PQ168554.1	2024-04-23	Brazil	South America
PQ168555.1	2024-04-24	Brazil	South America
PQ168556.1	2024-04-24	Brazil	South America
PQ168557.1	2024-04-25	Brazil	South America
PQ168558.1	2024-04-25	Brazil	South America
PQ168559.1	2024-04-24	Brazil	South America
PQ168560.1	2024-04-25	Brazil	South America
PQ185966.1	2024-04-22	Brazil	South America
PQ185967.1	2024-04-25	Brazil	South America
PQ185968.1	2024-04-22	Brazil	South America
PQ185969.1	2024-04-25	Brazil	South America
PQ185970.1	2024-04-22	Brazil	South America
PQ185971.1	2024-04-25	Brazil	South America
PQ189413.1	2024-04-17	Brazil	South America
PQ189414.1	2024-04-25	Brazil	South America
PQ189415.1	2024-05-09	Brazil	South America
PQ189416.1	2024-05-16	Brazil	South America
PQ189417.1	2024-05-17	Brazil	South America
PQ189418.1	2024-05-27	Brazil	South America
PQ189419.1	2024-06-04	Brazil	South America
PQ189420.1	2024-06-06	Brazil	South America
PQ189421.1	2024-06-10	Brazil	South America
PQ189422.1	2024-06-12	Brazil	South America
PQ189423.1	2024-06-26	Brazil	South America
PQ189424.1	2024-04-17	Brazil	South America
PQ189425.1	2024-04-25	Brazil	South America
PQ189426.1	2024-05-09	Brazil	South America
PQ189427.1	2024-05-16	Brazil	South America
PQ189428.1	2024-05-17	Brazil	South America
PQ189429.1	2024-05-27	Brazil	South America
PQ189430.1	2024-06-04	Brazil	South America
PQ189431.1	2024-06-06	Brazil	South America
PQ189432.1	2024-06-10	Brazil	South America
PQ189433.1	2024-06-12	Brazil	South America
PQ189434.1	2024-06-26	Brazil	South America
PQ189435.1	2024-04-17	Brazil	South America
PQ189436.1	2024-04-25	Brazil	South America
PQ189437.1	2024-05-09	Brazil	South America
PQ189438.1	2024-05-16	Brazil	South America
PQ189439.1	2024-05-17	Brazil	South America
PQ189440.1	2024-05-27	Brazil	South America
PQ189441.1	2024-06-04	Brazil	South America
PQ189442.1	2024-06-06	Brazil	South America
PQ189443.1	2024-06-10	Brazil	South America
PQ189444.1	2024-06-12	Brazil	South America
PQ189445.1	2024-06-26	Brazil	South America
PQ197202.1	2024-06-07	Brazil	South America
PQ197203.1	2024-06-07	Brazil	South America
PQ197204.1	2024-06-07	Brazil	South America
PQ197394.1	2024-01-22	Brazil	South America
PQ197395.1	2024-01-22	Brazil	South America
PQ197396.1	2024-01-22	Brazil	South America
PQ197397.1	2024-04-12	Brazil	South America
PQ197398.1	2024-04-12	Brazil	South America
PQ197399.1	2024-04-12	Brazil	South America
PQ197400.1	2024-04-15	Brazil	South America
PQ197401.1	2024-04-15	Brazil	South America
PQ197402.1	2024-04-15	Brazil	South America
PQ197403.1	2024-04-22	Brazil	South America
PQ197404.1	2024-04-22	Brazil	South America
PQ197405.1	2024-04-22	Brazil	South America
PQ197406.1	2024-03-24	Brazil	South America
PQ197407.1	2024-03-24	Brazil	South America
PQ197408.1	2024-03-24	Brazil	South America
PQ197409.1	2024-04-17	Brazil	South America
PQ197410.1	2024-04-17	Brazil	South America
PQ197411.1	2024-04-17	Brazil	South America
PQ197412.1	2024-04-17	Brazil	South America
PQ197413.1	2024-04-17	Brazil	South America
PQ197414.1	2024-04-17	Brazil	South America
PQ199991.1	2024-04-17	Brazil	South America
PQ199992.1	2024-04-17	Brazil	South America
PQ199993.1	2024-04-17	Brazil	South America
PQ200000.1	2024-04-18	Brazil	South America
PQ200001.1	2024-04-18	Brazil	South America
PQ200002.1	2024-04-18	Brazil	South America
PQ200003.1	2024-04-23	Brazil	South America
PQ200004.1	2024-04-23	Brazil	South America
PQ200005.1	2024-04-23	Brazil	South America
PQ200021.1	2024-04-30	Brazil	South America
PQ200022.1	2024-04-30	Brazil	South America
PQ200023.1	2024-04-30	Brazil	South America
PQ200024.1	2024-04-30	Brazil	South America
PQ200025.1	2024-04-30	Brazil	South America
PQ200026.1	2024-04-30	Brazil	South America
PQ200027.1	2024-04-30	Brazil	South America
PQ200028.1	2024-04-30	Brazil	South America
PQ200029.1	2024-04-30	Brazil	South America
PQ200036.1	2024-05-02	Brazil	South America
PQ200037.1	2024-05-02	Brazil	South America
PQ200038.1	2024-05-02	Brazil	South America
PQ200051.1	2024-05-08	Brazil	South America
PQ200052.1	2024-05-08	Brazil	South America
PQ200053.1	2024-05-08	Brazil	South America
PQ200063.1	2024-05-10	Brazil	South America
PQ200064.1	2024-05-10	Brazil	South America
PQ200065.1	2024-05-10	Brazil	South America
PQ200108.1	2024-05-20	Brazil	South America
PQ200109.1	2024-05-20	Brazil	South America
PQ200110.1	2024-05-20	Brazil	South America
PQ200123.1	2024-05-27	Brazil	South America
PQ200124.1	2024-05-27	Brazil	South America
PQ200125.1	2024-05-27	Brazil	South America
PQ200159.1	2024-06-14	Brazil	South America
PQ200160.1	2024-06-14	Brazil	South America
PQ200161.1	2024-06-14	Brazil	South America
PQ200165.1	2024-06-17	Brazil	South America
PQ200166.1	2024-06-17	Brazil	South America
PQ200167.1	2024-06-17	Brazil	South America
PQ200204.1	2024-07-04	Brazil	South America
PQ200205.1	2024-07-04	Brazil	South America
PQ200206.1	2024-07-04	Brazil	South America
PQ247716.1	2024-03-01	Brazil	South America
PQ247717.1	2024-03-01	Brazil	South America
PQ247718.1	2024-02-02	Brazil	South America
PQ247719.1	2024-02-26	Brazil	South America
PQ247720.1	2024-02-29	Brazil	South America
PQ247721.1	2024-04-11	Brazil	South America
PQ247722.1	2024-04-15	Brazil	South America
PQ247723.1	2024-02-27	Brazil	South America
PQ247724.1	2024-04-17	Brazil	South America
PQ247725.1	2024-04-12	Brazil	South America
PQ247726.1	2024-04-18	Brazil	South America
PQ247727.1	2024-04-16	Brazil	South America
PQ247728.1	2024-04-03	Brazil	South America
PQ247729.1	2024-04-12	Brazil	South America
PQ247730.1	2024-04-19	Brazil	South America
PQ247731.1	2024-04-12	Brazil	South America
PQ247732.1	2024-04-05	Brazil	South America
PQ247733.1	2024-04-16	Brazil	South America
PQ247734.1	2024-04-15	Brazil	South America
PQ247735.1	2024-04-05	Brazil	South America
PQ247736.1	2024-04-03	Brazil	South America
PQ247737.1	2024-04-15	Brazil	South America
PQ247738.1	2024-04-03	Brazil	South America
PQ247739.1	2024-04-05	Brazil	South America
PQ247740.1	2024-04-15	Brazil	South America
PQ247741.1	2024-04-12	Brazil	South America
PQ247742.1	2024-04-03	Brazil	South America
PQ247743.1	2024-04-08	Brazil	South America
PQ247744.1	2024-04-02	Brazil	South America
PQ247745.1	2024-04-12	Brazil	South America
PQ247746.1	2024-04-02	Brazil	South America
PQ247747.1	2024-04-04	Brazil	South America
PQ247748.1	2024-04-08	Brazil	South America
PQ247749.1	2024-04-05	Brazil	South America
PQ247750.1	2024-04-04	Brazil	South America
PQ247751.1	2024-04-17	Brazil	South America
PQ247752.1	2024-04-03	Brazil	South America
PQ247753.1	2024-04-08	Brazil	South America
PQ247754.1	2024-04-12	Brazil	South America
PQ247755.1	2024-04-02	Brazil	South America
PQ247756.1	2024-04-03	Brazil	South America
PQ247757.1	2024-04-16	Brazil	South America
PQ247758.1	2024-04-12	Brazil	South America
PQ247759.1	2024-04-15	Brazil	South America
PQ247760.1	2024-04-15	Brazil	South America
PQ247761.1	2024-04-15	Brazil	South America
PQ247762.1	2024-04-15	Brazil	South America
PQ247763.1	2024-04-15	Brazil	South America
PQ247764.1	2024-04-04	Brazil	South America
PQ247765.1	2024-04-15	Brazil	South America
PQ247766.1	2024-04-15	Brazil	South America
PQ247767.1	2024-04-16	Brazil	South America
PQ247768.1	2024-04-08	Brazil	South America
PQ247769.1	2024-04-12	Brazil	South America
PQ247770.1	2024-04-12	Brazil	South America
PQ247771.1	2024-04-12	Brazil	South America
PQ247772.1	2024-04-12	Brazil	South America
PQ247773.1	2024-04-12	Brazil	South America
PQ247774.1	2024-04-02	Brazil	South America
PQ247775.1	2024-04-03	Brazil	South America
PQ247776.1	2024-04-02	Brazil	South America
PQ247777.1	2024-04-02	Brazil	South America
PQ247778.1	2024-04-01	Brazil	South America
PQ247779.1	2024-04-05	Brazil	South America
PQ247780.1	2024-04-03	Brazil	South America
PQ247781.1	2024-04-08	Brazil	South America
PQ247782.1	2024-04-04	Brazil	South America
PQ247783.1	2024-04-08	Brazil	South America
PQ247784.1	2024-04-09	Brazil	South America
PQ247785.1	2024-04-10	Brazil	South America
PQ247786.1	2024-04-04	Brazil	South America
PQ247787.1	2024-04-08	Brazil	South America
PQ247788.1	2024-04-08	Brazil	South America
PQ247789.1	2024-04-08	Brazil	South America
PQ247790.1	2024-04-09	Brazil	South America
PQ247791.1	2024-04-08	Brazil	South America
PQ247792.1	2024-04-08	Brazil	South America
PQ247793.1	2024-04-05	Brazil	South America
PQ247794.1	2024-04-10	Brazil	South America
PQ247795.1	2024-04-05	Brazil	South America
PQ247796.1	2024-04-08	Brazil	South America
PQ247797.1	2024-04-04	Brazil	South America
PQ247798.1	2024-05-06	Brazil	South America
PQ247799.1	2024-05-08	Brazil	South America
PQ247800.1	2024-05-10	Brazil	South America
PQ247801.1	2024-05-02	Brazil	South America
PQ247802.1	2024-05-07	Brazil	South America
PQ247803.1	2024-05-07	Brazil	South America
PQ247804.1	2024-02-28	Brazil	South America
PQ247805.1	2024-05-10	Brazil	South America
PQ247806.1	2024-05-03	Brazil	South America
PQ247807.1	2024-03-01	Brazil	South America
PQ247808.1	2024-03-01	Brazil	South America
PQ247809.1	2024-03-06	Brazil	South America
PQ247810.1	2024-03-06	Brazil	South America
PQ247811.1	2024-03-07	Brazil	South America
PQ247812.1	2024-03-08	Brazil	South America
PQ247813.1	2024-03-11	Brazil	South America
PQ247814.1	2024-03-11	Brazil	South America
PQ247815.1	2024-03-11	Brazil	South America
PQ247816.1	2024-03-14	Brazil	South America
PQ247817.1	2024-03-14	Brazil	South America
PQ247818.1	2024-03-10	Brazil	South America
PQ247819.1	2024-03-14	Brazil	South America
PQ247820.1	2024-03-14	Brazil	South America
PQ247821.1	2024-03-17	Brazil	South America
PQ247822.1	2024-03-18	Brazil	South America
PQ247823.1	2024-03-18	Brazil	South America
PQ247824.1	2024-03-18	Brazil	South America
PQ247825.1	2024-03-18	Brazil	South America
PQ247826.1	2024-03-20	Brazil	South America
PQ247827.1	2024-03-18	Brazil	South America
PQ247828.1	2024-03-19	Brazil	South America
PQ247829.1	2024-03-19	Brazil	South America
PQ247830.1	2024-03-19	Brazil	South America
PQ247831.1	2024-03-20	Brazil	South America
PQ247832.1	2024-03-20	Brazil	South America
PQ247833.1	2024-03-20	Brazil	South America
PQ247834.1	2024-04-09	Brazil	South America
PQ247835.1	2024-04-09	Brazil	South America
PQ247836.1	2024-04-03	Brazil	South America
PQ247837.1	2024-04-10	Brazil	South America
PQ247838.1	2024-04-16	Brazil	South America
PQ247839.1	2024-04-17	Brazil	South America
PQ247840.1	2024-04-24	Brazil	South America
PQ247841.1	2024-04-23	Brazil	South America
PQ247842.1	2024-04-24	Brazil	South America
PQ247843.1	2024-04-25	Brazil	South America
PQ247844.1	2024-04-25	Brazil	South America
PQ247845.1	2024-04-24	Brazil	South America
PQ247846.1	2024-04-25	Brazil	South America
PQ295303.1	2024	Brazil	South America
PQ295304.1	2024	Brazil	South America
PQ295305.1	2024	Brazil	South America
PQ295306.1	2024	Brazil	South America
PQ295307.1	2024	Brazil	South America
PQ295308.1	2024	Brazil	South America
PQ295309.1	2024	Brazil	South America
PQ295310.1	2024	Brazil	South America
PQ295311.1	2024	Brazil	South America
PQ295312.1	2024	Brazil	South America
PQ295313.1	2024	Brazil	South America
PQ295314.1	2024	Brazil	South America
PQ295315.1	2024	Brazil	South America
PQ295316.1	2024	Brazil	South America
PQ295361.1	2024-03-24	Brazil	South America
PQ295362.1	2024-03-24	Brazil	South America
PQ295363.1	2024-03-24	Brazil	South America
PQ295364.1	2024-04-02	Brazil	South America
PQ295365.1	2024-04-02	Brazil	South America
PQ295366.1	2024-04-02	Brazil	South America
PQ295367.1	2024-04-02	Brazil	South America
PQ295368.1	2024-04-02	Brazil	South America
PQ295369.1	2024-04-02	Brazil	South America
PQ295370.1	2024-04-18	Brazil	South America
PQ295371.1	2024-04-18	Brazil	South America
PQ295372.1	2024-04-18	Brazil	South America
PQ295373.1	2024-04-18	Brazil	South America
PQ295374.1	2024-04-18	Brazil	South America
PQ295375.1	2024-04-18	Brazil	South America
PQ325301.1	2024	USA	North America
PQ325302.1	2024	USA	North America
PQ325303.1	2024	USA	North America
PQ325304.1	2024	USA	North America
PQ349278.1	2024	Brazil	South America
PQ349279.1	2024	Brazil	South America
PQ349280.1	2024	Brazil	South America
PQ349281.1	2024	Brazil	South America
PQ349282.1	2024	Brazil	South America
PQ349283.1	2024	Brazil	South America
PQ349284.1	2024	Brazil	South America
PQ349285.1	2024	Brazil	South America
PQ349286.1	2024	Brazil	South America
PQ349287.1	2024	Brazil	South America
PQ349288.1	2024	Brazil	South America
PQ349289.1	2024	Brazil	South America
PQ349290.1	2024	Brazil	South America
PQ349291.1	2024	Brazil	South America
PQ349292.1	2024	Brazil	South America
PQ349293.1	2024	Brazil	South America
PQ349294.1	2024	Brazil	South America
PQ349295.1	2024	Brazil	South America
PQ349296.1	2024	Brazil	South America
PQ349297.1	2024	Brazil	South America
PQ349298.1	2024	Brazil	South America
PQ349299.1	2024	Brazil	South America
PQ349300.1	2024	Brazil	South America
PQ349301.1	2024	Brazil	South America
PQ349302.1	2024	Brazil	South America
PQ349303.1	2024	Brazil	South America
PQ349304.1	2024	Brazil	South America
PQ349305.1	2024	Brazil	South America
PQ349306.1	2024	Brazil	South America
PQ349307.1	2024	Brazil	South America
PQ349308.1	2024	Brazil	South America
PQ349309.1	2024	Brazil	South America
PQ349310.1	2024	Brazil	South America
PQ349311.1	2024	Brazil	South America
PQ349312.1	2024	Brazil	South America
PQ363068.2	2024-08-13	Italy	Europe
PQ363069.1	2024-08-13	Italy	Europe
PQ363070.1	2024-08-13	Italy	Europe
PQ381540.1	2024-05-20	Brazil	South America
PQ381541.1	2024-05-28	Brazil	South America
PQ381542.1	2024-05-23	Brazil	South America
PQ381543.1	2024-05-23	Brazil	South America
PQ381544.1	2024-06-15	Brazil	South America
PQ381545.1	2024-07-03	Brazil	South America
PQ381546.1	2024-07-03	Brazil	South America
PQ381547.1	2024-07-02	Brazil	South America
PQ381548.1	2024-07-02	Brazil	South America
PQ381549.1	2024-07-04	Brazil	South America
PQ381550.1	2024-07-01	Brazil	South America
PQ381551.1	2024-07-01	Brazil	South America
PQ381552.1	2024-07-01	Brazil	South America
PQ381553.1	2024-07-09	Brazil	South America
PQ381554.1	2024-07-10	Brazil	South America
PQ381555.1	2024-07-19	Brazil	South America
PQ381556.1	2024-07-22	Brazil	South America
PQ381557.1	2024-07-26	Brazil	South America
PQ381558.1	2024-07-26	Brazil	South America
PQ381559.1	2024-07-29	Brazil	South America
PQ381560.1	2024-07-30	Brazil	South America
PQ381561.1	2024-07-30	Brazil	South America
PQ381562.1	2024-05-20	Brazil	South America
PQ381563.1	2024-05-28	Brazil	South America
PQ381564.1	2024-05-23	Brazil	South America
PQ381565.1	2024-05-23	Brazil	South America
PQ381566.1	2024-06-15	Brazil	South America
PQ381567.1	2024-07-03	Brazil	South America
PQ381568.1	2024-07-03	Brazil	South America
PQ381569.1	2024-07-02	Brazil	South America
PQ381570.1	2024-07-02	Brazil	South America
PQ381571.1	2024-07-04	Brazil	South America
PQ381572.1	2024-07-01	Brazil	South America
PQ381573.1	2024-07-01	Brazil	South America
PQ381574.1	2024-07-01	Brazil	South America
PQ381575.1	2024-07-09	Brazil	South America
PQ381576.1	2024-07-10	Brazil	South America
PQ381577.1	2024-07-19	Brazil	South America
PQ381578.1	2024-07-22	Brazil	South America
PQ381579.1	2024-07-26	Brazil	South America
PQ381580.1	2024-07-26	Brazil	South America
PQ381581.1	2024-07-29	Brazil	South America
PQ381582.1	2024-07-30	Brazil	South America
PQ381583.1	2024-07-30	Brazil	South America
PQ381584.1	2024-05-20	Brazil	South America
PQ381585.1	2024-05-28	Brazil	South America
PQ381586.1	2024-05-23	Brazil	South America
PQ381587.1	2024-05-23	Brazil	South America
PQ381588.1	2024-06-15	Brazil	South America
PQ381589.1	2024-07-03	Brazil	South America
PQ381590.1	2024-07-03	Brazil	South America
PQ381591.1	2024-07-02	Brazil	South America
PQ381592.1	2024-07-02	Brazil	South America
PQ381593.1	2024-07-04	Brazil	South America
PQ381594.1	2024-07-01	Brazil	South America
PQ381595.1	2024-07-01	Brazil	South America
PQ381596.1	2024-07-01	Brazil	South America
PQ381597.1	2024-07-09	Brazil	South America
PQ381598.1	2024-07-10	Brazil	South America
PQ381599.1	2024-07-19	Brazil	South America
PQ381600.1	2024-07-22	Brazil	South America
PQ381601.1	2024-07-26	Brazil	South America
PQ381602.1	2024-07-26	Brazil	South America
PQ381603.1	2024-07-29	Brazil	South America
PQ381604.1	2024-07-30	Brazil	South America
PQ381605.1	2024-07-30	Brazil	South America
PQ409232.1	2024-08-08	Colombia	South America
PQ417948.1	2024-07-13	Cuba	North America
PQ417949.1	2024-07-13	Cuba	North America
PQ417950.1	2024-07-13	Cuba	North America
PQ458634.1	2024-07-01	Brazil	South America
PQ458635.1	2024-06-14	Brazil	South America
PQ458636.1	2024-07-04	Brazil	South America
PQ458637.1	2024-06-28	Brazil	South America
PQ458638.1	2024-06-13	Brazil	South America
PQ458639.1	2024-07-09	Brazil	South America
PQ458640.1	2024-07-09	Brazil	South America
PQ458641.1	2024-06-19	Brazil	South America
PQ458642.1	2024-07-05	Brazil	South America
PQ458643.1	2024-06-18	Brazil	South America
PQ458644.1	2024-06-19	Brazil	South America
PQ458645.1	2024-06-27	Brazil	South America
PQ458646.1	2024-07-02	Brazil	South America
PQ458647.1	2024-07-10	Brazil	South America
PQ458648.1	2024-06-30	Brazil	South America
PQ458649.1	2024-06-26	Brazil	South America
PQ458650.1	2024-07-12	Brazil	South America
PQ458651.1	2024-07-01	Brazil	South America
PQ458652.1	2024-06-19	Brazil	South America
PQ458653.1	2024-07-01	Brazil	South America
PQ458654.1	2024-06-13	Brazil	South America
PQ458655.1	2024-06-18	Brazil	South America
PQ458656.1	2024-06-20	Brazil	South America
PQ458657.1	2024-06-20	Brazil	South America
PQ458658.1	2024-07-03	Brazil	South America
PQ458659.1	2024-07-02	Brazil	South America
PQ458660.1	2024-06-18	Brazil	South America
PQ458661.1	2024-07-04	Brazil	South America
PQ458662.1	2024-07-04	Brazil	South America
PQ458663.1	2024-06-27	Brazil	South America
PQ458664.1	2024-07-05	Brazil	South America
PQ458665.1	2024-07-01	Brazil	South America
PQ458666.1	2024-06-14	Brazil	South America
PQ458667.1	2024-07-02	Brazil	South America
PQ458668.1	2024-07-04	Brazil	South America
PQ458669.1	2024-06-19	Brazil	South America
PQ458670.1	2024-06-13	Brazil	South America
PQ458671.1	2024-06-13	Brazil	South America
PQ458672.1	2024-07-01	Brazil	South America
PQ458673.1	2024-06-18	Brazil	South America
PQ458674.1	2024-07-02	Brazil	South America
PQ458675.1	2024-06-19	Brazil	South America
